Raw Symbols
Total Count  : 65687
Total Size   : 5941252
Unattributed : 1219166
--------------------------------------
Sorted by Size
        Size Section/Type  Name                                                                                                                      Source
        1544         code  public: __cdecl onnxruntime::ml::OneHotEncoderOp<__int64>::OneHotEncoderOp<__int64>(class onnxruntime::OpKernelInfo const &)  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\ml\onehotencoder.cc
        1544         code  public: __cdecl onnxruntime::ml::OneHotEncoderOp<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >::OneHotEncoderOp<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >(class onnxruntime::OpKernelInfo const &)  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\ml\onehotencoder.cc
        1544         code  public: __cdecl onnxruntime::ml::OneHotEncoderOp<double>::OneHotEncoderOp<double>(class onnxruntime::OpKernelInfo const &)  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\ml\onehotencoder.cc
        1544         code  public: __cdecl onnxruntime::ml::OneHotEncoderOp<float>::OneHotEncoderOp<float>(class onnxruntime::OpKernelInfo const &)  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\ml\onehotencoder.cc

File Contributions
--------------------------------------
Sorted by Size
        Size   Count  Source Path
     4705935   47533  c:
     4307500   39052  c:\users\tiago\src\onnxruntime
     3098073   30301  c:\users\tiago\src\onnxruntime\onnxruntime
     2920972   29689  c:\users\tiago\src\onnxruntime\onnxruntime\core
     1995671   14716  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers
     1323400    6727  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu
     1008547    7085  c:\users\tiago\src\onnxruntime\cmake\external
      672038    7988  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml
      533082    6579  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml\dmlexecutionprovider\src
      515260    3572  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx
      458728    3294  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs
      398435    8481  c:\program files (x86)
      358092    7906  c:\program files (x86)\microsoft visual studio\2019\enterprise\vc\tools\msvc\14.26.28801\include
      341676    1147  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\math
      290589    1184  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\tensor
      266574    1438  c:\users\tiago\src\onnxruntime\cmake\external\eigen
      248928     935  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\ml
      244269    1415  c:\users\tiago\src\onnxruntime\onnxruntime\core\framework
      236076    3632  c:\users\tiago\src\onnxruntime\onnxruntime\core\optimizer
      235118    1400  c:\users\tiago\src\onnxruntime\cmake\external\eigen\eigen\src
      223917    1380  c:\users\tiago\src\onnxruntime\cmake\external\eigen\eigen\src\core
      202828    1107  c:\users\tiago\src\onnxruntime\onnxruntime\core\graph
      193593     140  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml\dmlexecutionprovider\src\external\directmlhelpers
      187850     121  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml\dmlexecutionprovider\src\external\directmlhelpers\generatedschemahelpers.h
      177039     611  c:\users\tiago\src\onnxruntime\onnxruntime\contrib_ops\cpu
      167797    2565  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml\dmlexecutionprovider\src\operators
      137132    8403  c:\users\tiago\src\onnxruntime\onnxruntime\core\session
      131575    1048  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml\operatorauthorhelper
      128855     791  c:\users\tiago\src\onnxruntime\cmake\external\re2
      126292     769  c:\users\tiago\src\onnxruntime\cmake\external\re2\re2
      125382    1952  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\nn
      120163     943  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\math
      118036     716  c:\users\tiago\src\onnxruntime\include\onnxruntime\core
      114360     112  c:\users\tiago\src\onnxruntime\cmake\external\eigen\eigen\src\core\products
      101242     163  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\math\element_wise_ops.h
       90229     872  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\math\defs.cc
       82368      68  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\ml\tree_ensemble_common.h
       80844     283  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\math\element_wise_ops.cc
       78233     317  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\rnn
       76469     463  c:\program files (x86)\microsoft visual studio\2019\enterprise\vc\tools\msvc\14.26.28801\include\xhash
       76423     503  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\reduction
       76392     336  c:\users\tiago\src\onnxruntime\onnxruntime\core\graph\graph.cc
       75666     174  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\tensor
       72387     129  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\reduction\reduction_ops.cc
       72049    2358  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml\dmlexecutionprovider\src\mloperatorauthorimpl.cpp
       68562     825  c:\program files (x86)\microsoft visual studio\2019\enterprise\vc\tools\msvc\14.26.28801\include\vector
       68101     368  c:\users\tiago\src\onnxruntime\include\onnxruntime\core\common
       66144     638  c:\users\tiago\src\onnxruntime\build\relwithdebinfo\onnx
       65070     345  c:\users\tiago\src\onnxruntime\include\onnxruntime\core\common\common.h
       64988     310  c:\users\tiago\src\onnxruntime\onnxruntime\core\graph\contrib_ops
       64361     520  c:\users\tiago\src\onnxruntime\build\relwithdebinfo\onnx\onnx-ml.pb.cc
       62286     248  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\nn
       59093    3519  c:\program files (x86)\microsoft visual studio\2019\enterprise\vc\tools\msvc\14.26.28801\include\functional
       56439     264  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\controlflow
       56384     278  c:\users\tiago\src\onnxruntime\cmake\external\eigen\eigen\src\core\assignevaluator.h
       56311    1834  c:\users\tiago\src\onnxruntime\onnxruntime\core\session\inference_session.cc
       53672     229  c:\users\tiago\src\onnxruntime\onnxruntime\core\graph\contrib_ops\contrib_defs.cc
       53113      59  c:\users\tiago\src\onnxruntime\cmake\external\eigen\eigen\src\core\products\generalblockpanelkernel.h
       52386     116  c:\users\tiago\src\onnxruntime\onnxruntime\core\mlas\lib
       51625      75  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml\operatorauthorhelper\operatorhelper.h
       47582      74  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\tensor\upsample.cc
       44689     254  c:\users\tiago\src\onnxruntime\onnxruntime\core\session\onnxruntime_c_api.cc
       44445     107  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml\dmlexecutionprovider\src\operators\dmloperatorelementwise.cpp
       43982     118  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\tensor\defs.cc
       43144      95  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\math\einsum_utils.cc
       43057     593  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml\operatorauthorhelper\mloperatorauthorhelper.h
       42038     196  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\nn\defs.cc
       40343     575  c:\program files (x86)\windows kits\10\include\10.0.18362.0
       39311     562  c:\program files (x86)\windows kits\10\include\10.0.18362.0\winrt\wrl
       39041     982  c:\users\tiago\src\onnxruntime\cmake\external\protobuf\src\google\protobuf
       38759     350  c:\program files (x86)\windows kits\10\include\10.0.18362.0\winrt\wrl\implements.h
       36240     218  c:\users\tiago\src\onnxruntime\cmake\external\re2\re2\unicode_groups.cc
       36194     492  c:\users\tiago\src\onnxruntime\onnxruntime\core\framework\data_types.cc
       33887      56  c:\users\tiago\src\onnxruntime\cmake\external\json\single_include\nlohmann\json.hpp
       33180      14  c:\users\tiago\src\onnxruntime\cmake\external\eigen\eigen\src\core\products\generalmatrixvector.h
       31456      38  c:\users\tiago\src\onnxruntime\cmake\external\eigen\unsupported\eigen\cxx11\src
       31396     195  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\string_utils.h
       30985      33  c:\users\tiago\src\onnxruntime\cmake\external\eigen\unsupported\eigen\cxx11\src\tensor
       30231     103  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\math\cumsum.cc
       30160      85  c:\users\tiago\src\onnxruntime\onnxruntime\contrib_ops\cpu\attnlstm
       29934      71  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\math\old.cc
       29932      51  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\tensor\old.cc
       29313     454  c:\users\tiago\src\onnxruntime\onnxruntime\core\optimizer\embed_layer_norm_fusion.cc
       29158      72  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\generator
       28557    1338  c:\program files (x86)\microsoft visual studio\2019\enterprise\vc\tools\msvc\14.26.28801\include\xmemory
       27662      52  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\object_detection
       27470     331  c:\users\tiago\src\onnxruntime\onnxruntime\core\optimizer\attention_fusion.cc
       27339      74  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\rnn\rnn_helpers.cc
       27273     293  c:\users\tiago\src\onnxruntime\include\onnxruntime\core\framework
       27030     366  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml\operatorauthorhelper\operatorhelper.cpp
       25846      15  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\tensor\unique.cc
       25097     105  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\generator
       25029     157  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\ml\tree_ensemble_classifier.cc
       24653      61  c:\users\tiago\src\onnxruntime\onnxruntime\contrib_ops\cpu\bert
       24338     201  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\sequence
       23011      54  c:\users\tiago\src\onnxruntime\onnxruntime\contrib_ops\cpu\quantization
       22874     241  c:\users\tiago\src\onnxruntime\cmake\external\wil\include\wil
       22765      33  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\sequence\sequence_ops.cc
       22756      65  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\tensor\onehot.cc
       22574      98  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\generator\defs.cc
       22572     328  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\nn\pool.cc
       22520     134  c:\users\tiago\src\onnxruntime\onnxruntime\core\framework\allocation_planner.cc
       22368     104  c:\users\tiago\src\onnxruntime\onnxruntime\core\optimizer\nchwc_transformer.cc
       22306     375  c:\program files (x86)\microsoft visual studio\2019\enterprise\vc\tools\msvc\14.26.28801\include\memory
       21920     165  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\tensor\pad.cc
       21691     101  c:\users\tiago\src\onnxruntime\onnxruntime\core\platform
       20789      71  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\activation
       20747     124  c:\users\tiago\src\onnxruntime\onnxruntime\core\graph\function.cc
       20700      35  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\math\top_k.cc
       20248      52  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\nn\old.cc
       20067      38  c:\users\tiago\src\onnxruntime\include\onnxruntime\core\platform
       19704      32  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\tensor\scatter.cc
       19690      95  c:\users\tiago\src\onnxruntime\cmake\external\eigen\eigen\src\core\redux.h
       19356      85  c:\users\tiago\src\onnxruntime\onnxruntime\core\platform\windows
       18828     120  c:\users\tiago\src\onnxruntime\onnxruntime\core\common
       18687     207  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\traditionalml
       18557      94  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\controlflow\scan_9.cc
       18300      76  c:\users\tiago\src\onnxruntime\onnxruntime\core\framework\tensorprotoutils.cc
       18001     219  c:\program files (x86)\microsoft visual studio\2019\enterprise\vc\tools\msvc\14.26.28801\include\xtree
       17893     205  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\traditionalml\defs.cc
       17518      86  c:\users\tiago\src\onnxruntime\cmake\external\re2\re2\parse.cc
       17345     164  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml\dmlexecutionprovider\src\fusedgraphkernel.cpp
       17161      36  c:\program files (x86)\microsoft visual studio\2019\enterprise\vc\tools\msvc\14.26.28801\include\algorithm
       17034      70  c:\users\tiago\src\onnxruntime\onnxruntime\core\framework\execution_frame.cc
       16972     112  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\logical
       16971     968  c:\users\tiago\src\onnxruntime\onnxruntime\core\session\inference_session_utils.cc
       16838     110  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\schema.cc
       16790      28  c:\users\tiago\src\onnxruntime\onnxruntime\contrib_ops\cpu\quantization\attention_quant.cc
       16736      77  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\tensor\slice.cc
       16700     312  c:\users\tiago\src\onnxruntime\winml\adapter
       16616      37  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\controlflow
       16541      94  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\rnn\deep_cpu_lstm.cc
       16380       8  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\operator_sets.h
       16342     588  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml\dmlexecutionprovider\src\executionprovider.cpp
       16015     386  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml\dmlexecutionprovider\src\operators\operatorregistration.cpp
       16003     226  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml\dmlexecutionprovider\src\graphpartitioner.cpp
       15207       6  c:\users\tiago\src\onnxruntime\cmake\external\eigen\eigen\src\core\products\triangularsolvermatrix.h
       15194      48  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\controlflow\scan_utils.cc
       15036      50  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\reduction
       14832      19  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\object_detection\roialign.cc
       14493      55  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\shape_inference
       14151      11  c:\users\tiago\src\onnxruntime\onnxruntime\contrib_ops\cpu\attnlstm\deep_cpu_attn_lstm.cc
       13798     217  c:\program files (x86)\microsoft visual studio\2019\enterprise\vc\tools\msvc\14.26.28801\include\list
       13364      23  c:\users\tiago\src\onnxruntime\onnxruntime\contrib_ops\cpu\tokenizer.cc
       13099      68  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\controlflow\loop.cc
       12857      37  c:\users\tiago\src\onnxruntime\onnxruntime\core\framework\bfc_arena.cc
       12722     117  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\quantization\defs.cc
       12684      64  c:\users\tiago\src\onnxruntime\onnxruntime\core\graph\graph_utils.cc
       12674     260  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\ml\treeregressor.cc
       12621     170  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\nn\tfidfvectorizer.cc
       12559      57  c:\users\tiago\src\onnxruntime\onnxruntime\core\platform\windows\env.cc
       12439      98  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\logical\defs.cc
       12364      16  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml\dmlexecutionprovider\src\abicustomregistry.cpp
       12289      28  c:\users\tiago\src\onnxruntime\onnxruntime\core\framework\session_state_initializer.cc
       12275      33  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\schema.h
       12228      44  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\sequence\defs.cc
       12197      47  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\shape_inference\implementation.cc
       12150      25  c:\users\tiago\src\onnxruntime\cmake\external\eigen\eigen\src\core\products\generalmatrixmatrix.h
       12068      78  c:\users\tiago\src\onnxruntime\onnxruntime\core\util
       12038     182  c:\users\tiago\src\onnxruntime\onnxruntime\core\graph\dml_ops\dml_defs.cc
       11805      46  c:\users\tiago\src\onnxruntime\onnxruntime\core\framework\parallel_executor.cc
       11746     181  d:\a01\_work\6\s\src
       11649      21  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\tensor\reverse_sequence.cc
       11531      41  c:\users\tiago\src\onnxruntime\onnxruntime\core\framework\utils.cc
       11461     202  c:\users\tiago\src\onnxruntime\onnxruntime\core\optimizer\transformer_memcpy.cc
       11412      23  c:\users\tiago\src\onnxruntime\include\onnxruntime\core\platform\threadpool.h
       11364     102  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\nn\string_normalizer.cc
       11344      14  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\ml\label_encoder.h
       11340     168  d:\a01\_work\6\s\src\vctools
       11291      79  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\tensor\where_op.cc
       11201      20  c:\users\tiago\src\onnxruntime\cmake\external\eigen\eigen\src\lu
       11146      48  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\rnn
       11080      34  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\math\einsum_auxiliary_ops.cc
       11064      37  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\ml\svmclassifier.cc
       10987      20  c:\users\tiago\src\onnxruntime\onnxruntime\core\optimizer\initializer.h
       10946      44  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\rnn\deep_cpu_gru.cc
       10809      36  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\ml\onehotencoder.cc
       10356      24  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\checker.cc
       10298      49  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\math\matmul.cc
       10269      60  c:\users\tiago\src\onnxruntime\onnxruntime\core\framework\session_state.cc
       10177      32  c:\users\tiago\src\onnxruntime\onnxruntime\contrib_ops\cpu\nchwc_ops.cc
       10157      19  c:\users\tiago\src\onnxruntime\onnxruntime\core\mlas\lib\pooling.cpp
       10131      33  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\ml\scaler.cc
       10122      60  c:\users\tiago\src\onnxruntime\cmake\external\re2\re2\dfa.cc
       10085      30  c:\users\tiago\src\onnxruntime\onnxruntime\core\framework\sequential_executor.cc
        9832      13  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml\operatorauthorhelper\schemainferenceoverrider.h
        9827      47  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\generator\random.cc
        9756      17  c:\users\tiago\src\onnxruntime\cmake\external\eigen\eigen\src\lu\partialpivlu.h
        9747       7  c:\users\tiago\src\onnxruntime\cmake\external\eigen\unsupported\eigen\cxx11\src\tensor\tensorexecutor.h
        9740     160  c:\users\tiago\src\onnxruntime\cmake\external\wil\include\wil\wrl.h
        9664      13  c:\users\tiago\src\onnxruntime\cmake\external\eigen\unsupported\eigen\cxx11\src\tensor\tensorblock.h
        9652     154  d:\a01\_work\6\s\src\vctools\crt
        9618      55  c:\users\tiago\src\onnxruntime\include\onnxruntime\core\framework\tensor.h
        9513     135  c:\users\tiago\src\onnxruntime\onnxruntime\core\optimizer\insert_cast_transformer.cc
        9421      25  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\controlflow\defs.cc
        9400      30  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\object_detection\non_max_suppression.cc
        9337      78  c:\users\tiago\src\onnxruntime\cmake\external\re2\re2\compile.cc
        9309       3  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\math\matmul_helper.h
        9213      17  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\activation\element_wise_ranged_transform.h
        9138      78  c:\program files (x86)\microsoft visual studio\2019\enterprise\vc\tools\msvc\14.26.28801\include\xstring
        9102      55  c:\users\tiago\src\onnxruntime\cmake\external\re2\re2\regexp.cc
        9015      17  c:\users\tiago\src\onnxruntime\onnxruntime\contrib_ops\cpu\skip_layer_norm.cc
        8954      74  c:\users\tiago\src\onnxruntime\onnxruntime\core\optimizer\layer_norm_fusion.cc
        8842       8  c:\users\tiago\src\onnxruntime\cmake\external\eigen\unsupported\eigen\cxx11\src\tensor\tensorgenerator.h
        8814      20  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\tensor\nonzero_op.cc
        8779      18  c:\users\tiago\src\onnxruntime\onnxruntime\contrib_ops\cpu\layer_norm.cc
        8681      25  c:\users\tiago\src\onnxruntime\onnxruntime\contrib_ops\cpu\bert\attention.cc
        8655      15  c:\users\tiago\src\onnxruntime\include\onnxruntime\core\platform\eigennonblockingthreadpool.h
        8582      52  c:\users\tiago\src\onnxruntime\onnxruntime\core\graph\model.cc
        8470       5  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\generator\random.h
        8407      28  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\reduction\old.cc
        8400      17  c:\users\tiago\src\onnxruntime\onnxruntime\core\mlas\lib\snchwc.cpp
        8368      28  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\tensor\transpose.cc
        8293     125  c:\users\tiago\src\onnxruntime\cmake\external\protobuf\src\google\protobuf\repeated_field.h
        8292      32  c:\users\tiago\src\onnxruntime\cmake\external\re2\re2\prog.cc
        8260      37  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\shape_inference.h
        8194      50  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\controlflow\if.cc
        8119      18  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\ml\tree_ensemble_aggregator.h
        8040      30  c:\users\tiago\src\onnxruntime\onnxruntime\contrib_ops\cpu\attnlstm\uni_dir_attn_lstm.cc
        8015     104  c:\users\tiago\src\onnxruntime\onnxruntime\core\optimizer\graph_transformer_utils.cc
        7975      54  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml\dmlexecutionprovider\src\operators\dmloperatorrecurrentneuralnetwork.cpp
        7752     148  c:\users\tiago\src\onnxruntime\winml\adapter\winml_adapter_model.cpp
        7740      17  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\ml\ml_common.h
        7638      77  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\rnn\rnn.cc
        7597      40  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\data_type_utils.cc
        7579      58  c:\users\tiago\src\onnxruntime\cmake\external\wil\include\wil\result_macros.h
        7302      18  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\ml\linearclassifier.cc
        7281      15  c:\users\tiago\src\onnxruntime\include\onnxruntime\core\framework\data_types_internal.h
        7197      24  c:\users\tiago\src\onnxruntime\onnxruntime\core\optimizer\fast_gelu_fusion.cc
        7195      12  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\controlflow\old.cc
        7178      20  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\ml\normalizer.cc
        7149      35  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml\dmlexecutionprovider\src\operators\dmloperator.cpp
        7113      10  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\nn\pool_functors.h
        7108      93  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\ml\label_encoder.cc
        7107      23  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\activation\activations.cc
        7040     124  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml\dmlexecutionprovider\src\graphtransformer.cpp
        7019     125  d:\a01\_work\6\s\src\vctools\crt\vcstartup
        7016      60  c:\users\tiago\src\onnxruntime\onnxruntime\core\graph\contrib_ops\nchwc_schema_defs.cc
        6955     110  c:\users\tiago\src\onnxruntime\cmake\external\protobuf\src\google\protobuf\io
        6955     117  d:\a01\_work\6\s\src\vctools\crt\vcstartup\src
        6680      89  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml\dmlexecutionprovider\src\operators\operatorutility.cpp
        6663      25  c:\users\tiago\src\onnxruntime\onnxruntime\core\framework\graph_partitioner.cc
        6660      26  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\tensor\quantize_linear.cc
        6655      62  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\nn\conv.cc
        6655      67  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml\dmlexecutionprovider\src\graphdescbuilder.cpp
        6629      22  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\reduction\defs.cc
        6622      48  c:\users\tiago\src\onnxruntime\onnxruntime\core\optimizer\skip_layer_norm_fusion.cc
        6615      19  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\ml\cast_map.cc
        6531      31  c:\users\tiago\src\onnxruntime\onnxruntime\core\util\math_cpu.cc
        6472     117  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\nn\qlinearconv.cc
        6438      22  c:\users\tiago\src\onnxruntime\onnxruntime\core\platform\windows\telemetry.cc
        6430     965  c:\users\tiago\src\onnxruntime\onnxruntime\core\optimizer\insert_cast_transformer.h
        6400     117  c:\users\tiago\src\onnxruntime\onnxruntime\core\optimizer\optimizer_execution_frame.cc
        6396     170  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\tensor\gather_nd.cc
        6368       6  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\tensor\upsample.h
        6353      27  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\nn\conv_integer.cc
        6239      21  c:\users\tiago\src\onnxruntime\onnxruntime\core\framework\kernel_registry.cc
        6214      21  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\rnn\old.cc
        6205      11  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\tensor\concat.cc
        6183      69  c:\users\tiago\src\onnxruntime\onnxruntime\core\optimizer\gemm_activation_fusion.cc
        6155      18  c:\users\tiago\src\onnxruntime\onnxruntime\contrib_ops\cpu\bert\bias_gelu.cc
        6151      23  c:\users\tiago\src\onnxruntime\onnxruntime\core\graph\schema_registry.cc
        6103      25  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\ml\array_feature_extractor.cc
        6000     103  c:\users\tiago\src\onnxruntime\onnxruntime\core\optimizer\constant_folding.cc
        5983     110  c:\users\tiago\src\onnxruntime\cmake\external\re2\re2\re2.cc
        5911      50  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml\dmlexecutionprovider\src\operators\dmloperatorresize.cpp
        5865       7  c:\users\tiago\src\onnxruntime\onnxruntime\core\mlas\lib\convolve.cpp
        5832      11  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\tensor\split.cc
        5832      33  c:\program files (x86)\microsoft visual studio\2019\enterprise\vc\tools\msvc\14.26.28801\include\deque
        5824      24  c:\users\tiago\src\onnxruntime\cmake\external\re2\re2\nfa.cc
        5757    5238  c:\users\tiago\src\onnxruntime\onnxruntime\core\session\allocator_impl.h
        5755      35  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml\dmlexecutionprovider\src\dmlcommandrecorder.cpp
        5750     997  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\nn\dropout_op.h
