Raw Symbols
Total Count  : 21842
Total Size   : 1073672
Unattributed : 175711
--------------------------------------
Sorted by Size
        Size Section/Type  Name                                                                                                                      Source
         795         code  private: int __cdecl winrt::impl::root_implements<struct winrt::iterable_base<struct winrt::impl::input_vector<struct winrt::Microsoft::AI::MachineLearning::TensorString,class std::vector<struct winrt::Microsoft::AI::MachineLearning::TensorString,class std::allocator<struct winrt::Microsoft::AI::MachineLearning::TensorString> > >,struct winrt::Microsoft::AI::MachineLearning::TensorString,struct winrt::impl::collection_version>::iterator,struct winrt::Windows::Foundation::Collections::IIterator<struct winrt::Microsoft::AI::MachineLearning::TensorString> >::query_interface(struct winrt::guid const &,void * *)  c:\users\tiago\src\onnxruntime\build\relwithdebinfo\winml\sdk\cppwinrt\include\winrt\base.h
         795         code  private: int __cdecl winrt::impl::root_implements<struct winrt::iterable_base<struct winrt::impl::input_vector<struct winrt::Microsoft::AI::MachineLearning::TensorUInt16Bit,class std::vector<struct winrt::Microsoft::AI::MachineLearning::TensorUInt16Bit,class std::allocator<struct winrt::Microsoft::AI::MachineLearning::TensorUInt16Bit> > >,struct winrt::Microsoft::AI::MachineLearning::TensorUInt16Bit,struct winrt::impl::collection_version>::iterator,struct winrt::Windows::Foundation::Collections::IIterator<struct winrt::Microsoft::AI::MachineLearning::TensorUInt16Bit> >::query_interface(struct winrt::guid const &,void * *)  c:\users\tiago\src\onnxruntime\build\relwithdebinfo\winml\sdk\cppwinrt\include\winrt\base.h
         795         code  private: int __cdecl winrt::impl::root_implements<struct winrt::iterable_base<struct winrt::impl::input_vector<struct winrt::Microsoft::AI::MachineLearning::TensorUInt32Bit,class std::vector<struct winrt::Microsoft::AI::MachineLearning::TensorUInt32Bit,class std::allocator<struct winrt::Microsoft::AI::MachineLearning::TensorUInt32Bit> > >,struct winrt::Microsoft::AI::MachineLearning::TensorUInt32Bit,struct winrt::impl::collection_version>::iterator,struct winrt::Windows::Foundation::Collections::IIterator<struct winrt::Microsoft::AI::MachineLearning::TensorUInt32Bit> >::query_interface(struct winrt::guid const &,void * *)  c:\users\tiago\src\onnxruntime\build\relwithdebinfo\winml\sdk\cppwinrt\include\winrt\base.h
         795         code  private: int __cdecl winrt::impl::root_implements<struct winrt::iterable_base<struct winrt::impl::input_vector<struct winrt::Microsoft::AI::MachineLearning::TensorUInt64Bit,class std::vector<struct winrt::Microsoft::AI::MachineLearning::TensorUInt64Bit,class std::allocator<struct winrt::Microsoft::AI::MachineLearning::TensorUInt64Bit> > >,struct winrt::Microsoft::AI::MachineLearning::TensorUInt64Bit,struct winrt::impl::collection_version>::iterator,struct winrt::Windows::Foundation::Collections::IIterator<struct winrt::Microsoft::AI::MachineLearning::TensorUInt64Bit> >::query_interface(struct winrt::guid const &,void * *)  c:\users\tiago\src\onnxruntime\build\relwithdebinfo\winml\sdk\cppwinrt\include\winrt\base.h
         795         code  private: int __cdecl winrt::impl::root_implements<struct winrt::iterable_base<struct winrt::impl::input_vector<struct winrt::Microsoft::AI::MachineLearning::TensorUInt8Bit,class std::vector<struct winrt::Microsoft::AI::MachineLearning::TensorUInt8Bit,class std::allocator<struct winrt::Microsoft::AI::MachineLearning::TensorUInt8Bit> > >,struct winrt::Microsoft::AI::MachineLearning::TensorUInt8Bit,struct winrt::impl::collection_version>::iterator,struct winrt::Windows::Foundation::Collections::IIterator<struct winrt::Microsoft::AI::MachineLearning::TensorUInt8Bit> >::query_interface(struct winrt::guid const &,void * *)  c:\users\tiago\src\onnxruntime\build\relwithdebinfo\winml\sdk\cppwinrt\include\winrt\base.h
         795         code  private: int __cdecl winrt::impl::root_implements<struct winrt::iterable_base<struct winrt::impl::input_vector<struct winrt::Windows::Foundation::Collections::IMap<__int64,float>,class std::vector<struct winrt::Windows::Foundation::Collections::IMap<__int64,float>,class std::allocator<struct winrt::Windows::Foundation::Collections::IMap<__int64,float> > > >,struct winrt::Windows::Foundation::Collections::IMap<__int64,float>,struct winrt::impl::collection_version>::iterator,struct winrt::Windows::Foundation::Collections::IIterator<struct winrt::Windows::Foundation::Collections::IMap<__int64,float> > >::query_interface(struct winrt::guid const &,void * *)  c:\users\tiago\src\onnxruntime\build\relwithdebinfo\winml\sdk\cppwinrt\include\winrt\base.h
         795         code  private: int __cdecl winrt::impl::root_implements<struct winrt::iterable_base<struct winrt::impl::input_vector<struct winrt::Windows::Foundation::Collections::IMap<struct winrt::hstring,float>,class std::vector<struct winrt::Windows::Foundation::Collections::IMap<struct winrt::hstring,float>,class std::allocator<struct winrt::Windows::Foundation::Collections::IMap<struct winrt::hstring,float> > > >,struct winrt::Windows::Foundation::Collections::IMap<struct winrt::hstring,float>,struct winrt::impl::collection_version>::iterator,struct winrt::Windows::Foundation::Collections::IIterator<struct winrt::Windows::Foundation::Collections::IMap<struct winrt::hstring,float> > >::query_interface(struct winrt::guid const &,void * *)  c:\users\tiago\src\onnxruntime\build\relwithdebinfo\winml\sdk\cppwinrt\include\winrt\base.h
         795         code  private: int __cdecl winrt::impl::root_implements<struct winrt::iterable_base<struct winrt::impl::input_vector<struct winrt::Windows::Media::VideoFrame,class std::vector<struct winrt::Windows::Media::VideoFrame,class std::allocator<struct winrt::Windows::Media::VideoFrame> > >,struct winrt::Windows::Media::VideoFrame,struct winrt::impl::collection_version>::iterator,struct winrt::Windows::Foundation::Collections::IIterator<struct winrt::Windows::Media::VideoFrame> >::query_interface(struct winrt::guid const &,void * *)  c:\users\tiago\src\onnxruntime\build\relwithdebinfo\winml\sdk\cppwinrt\include\winrt\base.h
         795         code  private: int __cdecl winrt::impl::root_implements<struct winrt::iterable_base<struct winrt::impl::input_vector<unsigned __int64,class std::vector<unsigned __int64,class std::allocator<unsigned __int64> > >,unsigned __int64,struct winrt::impl::collection_version>::iterator,struct winrt::Windows::Foundation::Collections::IIterator<unsigned __int64> >::query_interface(struct winrt::guid const &,void * *)  c:\users\tiago\src\onnxruntime\build\relwithdebinfo\winml\sdk\cppwinrt\include\winrt\base.h
         795         code  private: int __cdecl winrt::impl::root_implements<struct winrt::iterable_base<struct winrt::impl::input_vector<unsigned char,class std::vector<unsigned char,class std::allocator<unsigned char> > >,unsigned char,struct winrt::impl::collection_version>::iterator,struct winrt::Windows::Foundation::Collections::IIterator<unsigned char> >::query_interface(struct winrt::guid const &,void * *)  c:\users\tiago\src\onnxruntime\build\relwithdebinfo\winml\sdk\cppwinrt\include\winrt\base.h
         795         code  private: int __cdecl winrt::impl::root_implements<struct winrt::iterable_base<struct winrt::impl::input_vector<unsigned int,class std::vector<unsigned int,class std::allocator<unsigned int> > >,unsigned int,struct winrt::impl::collection_version>::iterator,struct winrt::Windows::Foundation::Collections::IIterator<unsigned int> >::query_interface(struct winrt::guid const &,void * *)  c:\users\tiago\src\onnxruntime\build\relwithdebinfo\winml\sdk\cppwinrt\include\winrt\base.h
         795         code  private: int __cdecl winrt::impl::root_implements<struct winrt::iterable_base<struct winrt::impl::input_vector<unsigned short,class std::vector<unsigned short,class std::allocator<unsigned short> > >,unsigned short,struct winrt::impl::collection_version>::iterator,struct winrt::Windows::Foundation::Collections::IIterator<unsigned short> >::query_interface(struct winrt::guid const &,void * *)  c:\users\tiago\src\onnxruntime\build\relwithdebinfo\winml\sdk\cppwinrt\include\winrt\base.h
         795         code  public: void __cdecl std::_Hash<class std::_Uset_traits<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_Uhash_compare<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,struct std::hash<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct std::equal_to<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,0> >::insert<class std::_Vector_const_iterator<class std::_Vector_val<struct std::_Simple_types<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > > > >(class std::_Vector_const_iterator<class std::_Vector_val<struct std::_Simple_types<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > > >,class std::_Vector_const_iterator<class std::_Vector_val<struct std::_Simple_types<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > > >)  c:\program files (x86)\microsoft visual studio\2019\enterprise\vc\tools\msvc\14.26.28801\include\xhash
         794         code  struct winrt::Windows::Graphics::DirectX::Direct3D11::IDirect3DDevice __cdecl _winml::Imaging::GetDeviceFromDirect3DSurface(struct winrt::Windows::Graphics::DirectX::Direct3D11::IDirect3DSurface const &)  c:\users\tiago\src\onnxruntime\winml\lib\api.image\imageconversionhelpers.cpp
         788         code  public: virtual long __cdecl _winml::OnnxruntimeValue::IsOfVectorMapType(enum winrt::Microsoft::AI::MachineLearning::TensorKind,enum winrt::Microsoft::AI::MachineLearning::TensorKind,bool *)  c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimeengine.cpp
         783         code  protected: void __cdecl std::_Hash<class std::_Umap_traits<struct winrt::hstring,struct winrt::hstring,class std::_Uhash_compare<struct winrt::hstring,struct CaseInsensitiveHash,struct CaseInsensitiveEqual>,class std::allocator<struct std::pair<struct winrt::hstring const ,struct winrt::hstring> >,0> >::_Forced_rehash(unsigned __int64)  c:\program files (x86)\microsoft visual studio\2019\enterprise\vc\tools\msvc\14.26.28801\include\xhash
         775         code  public: virtual long __cdecl _winml::OnnxruntimeEngineBuilder::CreateEngine(struct _winml::IEngine * *)                   c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimeenginebuilder.cpp
         763         code  public: virtual long __cdecl _winml::OnnxruntimeCpuSessionBuilder::CreateSessionOptions(struct OrtSessionOptions * *)     c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimecpusessionbuilder.cpp
         762         code  struct std::pair<std::_List_node<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,winrt::Microsoft::AI::MachineLearning::implementation::LearningModelBinding::ProviderInfo>,void *> *,bool> std::_Hash<std::_Umap_traits<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,winrt::Microsoft::AI::MachineLearning::implementation::LearningModelBinding::ProviderInfo,std::_Uhash_compare<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::hash<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::equal_to<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,winrt::Microsoft::AI::MachineLearning::implementation::LearningModelBinding::ProviderInfo> >,0> >::_Try_emplace<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const &>(const class std::basic_string<char,std::char_traits<char>,std::allocator<char> > & const)  c:\program files (x86)\microsoft visual studio\2019\enterprise\vc\tools\msvc\14.26.28801\include\xhash
         761         code  private: class Microsoft::WRL::ComPtr<struct ID3D11Texture2D> __cdecl _winml::TensorToVideoFrameConverter::ShareD3D12Texture(struct ID3D12Resource *,struct ID3D11Device *)  c:\users\tiago\src\onnxruntime\winml\lib\api.image\tensortovideoframeconverter.cpp
         756         code  public: virtual long __cdecl _winml::ModelInfo::GetModelMetadata(struct ABI::Windows::Foundation::Collections::IMapView<struct HSTRING__ *,struct HSTRING__ *> * *)  c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimemodel.cpp
         755         code  long __cdecl D3DX12SerializeVersionedRootSignature(struct D3D12_VERSIONED_ROOT_SIGNATURE_DESC const *,enum D3D_ROOT_SIGNATURE_VERSION,struct ID3D10Blob * *,struct ID3D10Blob * *)  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml\dmlexecutionprovider\src\external\d3dx12\d3dx12.h
         755         code  private: void __cdecl _winml::D3DDeviceCache::EnsureD3D11FromD3D12(void)                                                  c:\users\tiago\src\onnxruntime\winml\lib\api.image\d3ddevicecache.cpp
         740         code  static class std::optional<winrt::Windows::Graphics::Imaging::BitmapBounds> winrt::Microsoft::AI::MachineLearning::implementation::GetBoundsFromMetadata(const struct winrt::Windows::Foundation::Collections::IPropertySet & const)  c:\users\tiago\src\onnxruntime\winml\lib\api\imagefeaturevalue.cpp
         739         code  public: __cdecl _winml::OnnxruntimeEnvironment::OnnxruntimeEnvironment(struct OrtApi const *)                             c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimeenvironment.cpp
         738         code  public: struct ID3D12RootSignature * __cdecl _winml::D3DDeviceCache::GetTensorizeRootSignature(void)                      c:\users\tiago\src\onnxruntime\winml\lib\api.image\d3ddevicecache.cpp
         737         code  public: struct ID3D12RootSignature * __cdecl _winml::D3DDeviceCache::GetDetensorizeRootSignature(void)                    c:\users\tiago\src\onnxruntime\winml\lib\api.image\d3ddevicecache.cpp
         733         code  public: void __cdecl wil::details_abi::ThreadLocalFailureInfo::Set(struct wil::FailureInfo const &,unsigned int)          c:\users\tiago\src\onnxruntime\cmake\external\wil\include\wil\result.h
         732         code  static class std::basic_string<char,std::char_traits<char>,std::allocator<char> > _winml::error_strings::ToString(struct winrt::com_ptr<_winml::IMapFeatureValue>)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\featurecompatibility.h
         725         code  private: struct std::pair<class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > > > >,bool> __cdecl std::unordered_map<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,struct std::hash<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct std::equal_to<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,class std::allocator<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > > >::_Insert_or_assign<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &&,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &&)  c:\program files (x86)\microsoft visual studio\2019\enterprise\vc\tools\msvc\14.26.28801\include\unordered_map
         719         code  public: virtual long __cdecl _winml::OnnxruntimeValue::IsCpu(bool *)                                                      c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimeengine.cpp
         708         code  public: long __cdecl _winml::TensorBase<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,struct winrt::hstring,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorString,struct winrt::Microsoft::AI::MachineLearning::ITensorString,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorString_base<struct winrt::Microsoft::AI::MachineLearning::implementation::TensorString,struct ITensorNative,struct _winml::ILotusValueProviderPrivate> >::CreateTensorValueFromExternalBuffer<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,struct winrt::hstring>(struct _winml::IEngine *,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\tensorbase.h
         702         code  static class std::basic_string<char,std::char_traits<char>,std::allocator<char> > _winml::error_strings::ToString(struct winrt::com_ptr<winrt::Microsoft::AI::MachineLearning::implementation::ImageFeatureValue>)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\featurecompatibility.h
         700         code  private: long __cdecl wil::details_abi::SemaphoreValue::CreateFromValueInternal(wchar_t const *,bool,unsigned __int64)    c:\users\tiago\src\onnxruntime\cmake\external\wil\include\wil\result.h
         697         code  public: virtual long __cdecl _winml::OnnxruntimeDmlSessionBuilder::Initialize(struct OrtSession *)                        c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimedmlsessionbuilder.cpp
         693         code  public: virtual long __cdecl _winml::OnnxruntimeEngine::CreateTensorValueFromExternalBuffer(void *,unsigned __int64,__int64 const *,unsigned __int64,enum winrt::Microsoft::AI::MachineLearning::TensorKind,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimeengine.cpp
         691         code  struct std::pair<std::_List_node<std::pair<__int64 const ,winrt::Windows::Foundation::TypedEventHandler<winrt::Windows::Foundation::IMemoryBufferReference,winrt::Windows::Foundation::IInspectable> >,void *> *,bool> std::_Hash<std::_Umap_traits<__int64,winrt::Windows::Foundation::TypedEventHandler<winrt::Windows::Foundation::IMemoryBufferReference,winrt::Windows::Foundation::IInspectable>,std::_Uhash_compare<__int64,std::hash<__int64>,std::equal_to<__int64> >,std::allocator<std::pair<__int64 const ,winrt::Windows::Foundation::TypedEventHandler<winrt::Windows::Foundation::IMemoryBufferReference,winrt::Windows::Foundation::IInspectable> > >,0> >::_Try_emplace<__int64 const &>(const __int64 & const)  c:\program files (x86)\microsoft visual studio\2019\enterprise\vc\tools\msvc\14.26.28801\include\xhash
         688         code  public: long __cdecl _winml::TensorBase<short,short,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorInt16Bit,struct winrt::Microsoft::AI::MachineLearning::ITensorInt16Bit,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorInt16Bit_base<struct winrt::Microsoft::AI::MachineLearning::implementation::TensorInt16Bit,struct ITensorNative,struct _winml::ILotusValueProviderPrivate> >::GPUTensorize(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\tensorbase.h
         688         code  public: long __cdecl _winml::TensorBase<struct _winml::Half,float,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorFloat16Bit,struct winrt::Microsoft::AI::MachineLearning::ITensorFloat16Bit,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorFloat16Bit_base<struct winrt::Microsoft::AI::MachineLearning::implementation::TensorFloat16Bit,struct ITensorNative,struct _winml::ILotusValueProviderPrivate> >::GPUTensorize(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\tensorbase.h
         688         code  public: long __cdecl _winml::TensorBase<unsigned short,unsigned short,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorUInt16Bit,struct winrt::Microsoft::AI::MachineLearning::ITensorUInt16Bit,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorUInt16Bit_base<struct winrt::Microsoft::AI::MachineLearning::implementation::TensorUInt16Bit,struct ITensorNative,struct _winml::ILotusValueProviderPrivate> >::GPUTensorize(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\tensorbase.h
         687         code  static struct winrt::Microsoft::AI::MachineLearning::ILearningModelFeatureDescriptor _winml::CreateSequenceFeatureDescriptor(class _winml::OnnxruntimeEngineFactory *, const struct _winml::OnnxruntimeValueInfoWrapper *, const class std::unordered_map<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::hash<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::equal_to<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::allocator<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > & const)  c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimedescriptorconverter.cpp
         684         code  void __cdecl _winml::compatibility_details::verify<3,0>(struct winrt::Microsoft::AI::MachineLearning::ILearningModelFeatureValue,struct winrt::Microsoft::AI::MachineLearning::ILearningModelFeatureDescriptor)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\featurecompatibility.h
         683         code  static struct winrt::Microsoft::AI::MachineLearning::ILearningModelFeatureDescriptor winrt::Microsoft::AI::MachineLearning::implementation::FindValidBinding(struct winrt::Windows::Foundation::Collections::IIterable<winrt::Microsoft::AI::MachineLearning::ILearningModelFeatureDescriptor>, const class std::basic_string<wchar_t,std::char_traits<wchar_t>,std::allocator<wchar_t> > & const)  c:\users\tiago\src\onnxruntime\winml\lib\api\learningmodelbinding.cpp
         681         code  public: long __cdecl _winml::TensorBase<bool,bool,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorBoolean,struct winrt::Microsoft::AI::MachineLearning::ITensorBoolean,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorBoolean_base<struct winrt::Microsoft::AI::MachineLearning::implementation::TensorBoolean,struct ITensorNative,struct _winml::ILotusValueProviderPrivate> >::GPUTensorize(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\tensorbase.h
         681         code  public: long __cdecl _winml::TensorBase<signed char,unsigned char,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorInt8Bit,struct winrt::Microsoft::AI::MachineLearning::ITensorInt8Bit,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorInt8Bit_base<struct winrt::Microsoft::AI::MachineLearning::implementation::TensorInt8Bit,struct ITensorNative,struct _winml::ILotusValueProviderPrivate> >::GPUTensorize(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\tensorbase.h
         681         code  public: long __cdecl _winml::TensorBase<unsigned char,unsigned char,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorUInt8Bit,struct winrt::Microsoft::AI::MachineLearning::ITensorUInt8Bit,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorUInt8Bit_base<struct winrt::Microsoft::AI::MachineLearning::implementation::TensorUInt8Bit,struct ITensorNative,struct _winml::ILotusValueProviderPrivate> >::GPUTensorize(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\tensorbase.h
         679         code  void __cdecl wil::details::LogFailure(void *,unsigned int,char const *,char const *,char const *,void *,enum wil::FailureType,long,wchar_t const *,bool,wchar_t *,unsigned __int64,char *,unsigned __int64,struct wil::FailureInfo *)  c:\users\tiago\src\onnxruntime\cmake\external\wil\include\wil\result_macros.h
         677         code  long __cdecl _winml::GetDXGIHardwareAdapterWithPreference(enum DXGI_GPU_PREFERENCE,struct IDXGIAdapter1 * *)              c:\users\tiago\src\onnxruntime\winml\lib\api.image\devicehelpers.cpp
         674         code  public: long __cdecl _winml::TensorBase<__int64,__int64,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorInt64Bit,struct winrt::Microsoft::AI::MachineLearning::ITensorInt64Bit,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorInt64Bit_base<struct winrt::Microsoft::AI::MachineLearning::implementation::TensorInt64Bit,struct ITensorNative,struct _winml::ILotusValueProviderPrivate> >::GPUTensorize(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\tensorbase.h
         674         code  public: long __cdecl _winml::TensorBase<double,double,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorDouble,struct winrt::Microsoft::AI::MachineLearning::ITensorDouble,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorDouble_base<struct winrt::Microsoft::AI::MachineLearning::implementation::TensorDouble,struct ITensorNative,struct _winml::ILotusValueProviderPrivate> >::GPUTensorize(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\tensorbase.h
         674         code  public: long __cdecl _winml::TensorBase<float,float,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorFloat,struct winrt::Microsoft::AI::MachineLearning::ITensorFloat,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorFloat_base<struct winrt::Microsoft::AI::MachineLearning::implementation::TensorFloat,struct ITensorNative,struct _winml::ILotusValueProviderPrivate> >::GPUTensorize(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\tensorbase.h
         674         code  public: long __cdecl _winml::TensorBase<int,int,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorInt32Bit,struct winrt::Microsoft::AI::MachineLearning::ITensorInt32Bit,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorInt32Bit_base<struct winrt::Microsoft::AI::MachineLearning::implementation::TensorInt32Bit,struct ITensorNative,struct _winml::ILotusValueProviderPrivate> >::GPUTensorize(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\tensorbase.h
         674         code  public: long __cdecl _winml::TensorBase<unsigned __int64,unsigned __int64,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorUInt64Bit,struct winrt::Microsoft::AI::MachineLearning::ITensorUInt64Bit,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorUInt64Bit_base<struct winrt::Microsoft::AI::MachineLearning::implementation::TensorUInt64Bit,struct ITensorNative,struct _winml::ILotusValueProviderPrivate> >::GPUTensorize(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\tensorbase.h
         674         code  public: long __cdecl _winml::TensorBase<unsigned int,unsigned int,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorUInt32Bit,struct winrt::Microsoft::AI::MachineLearning::ITensorUInt32Bit,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorUInt32Bit_base<struct winrt::Microsoft::AI::MachineLearning::implementation::TensorUInt32Bit,struct ITensorNative,struct _winml::ILotusValueProviderPrivate> >::GPUTensorize(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\tensorbase.h
         670         code  public: long __cdecl _winml::TensorBase<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,struct winrt::hstring,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorString,struct winrt::Microsoft::AI::MachineLearning::ITensorString,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorString_base<struct winrt::Microsoft::AI::MachineLearning::implementation::TensorString,struct ITensorNative,struct _winml::ILotusValueProviderPrivate> >::GPUTensorize(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\tensorbase.h
         658         code  public: static long __cdecl _winml::TensorBase<__int64,__int64,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorInt64Bit,struct winrt::Microsoft::AI::MachineLearning::ITensorInt64Bit,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorInt64Bit_base<struct winrt::Microsoft::AI::MachineLearning::implementation::TensorInt64Bit,struct ITensorNative,struct _winml::ILotusValueProviderPrivate> >::CreateFromD3D12Resource(struct ID3D12Resource *,__int64 *,int,struct IUnknown * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\tensorbase.h
         658         code  public: static long __cdecl _winml::TensorBase<double,double,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorDouble,struct winrt::Microsoft::AI::MachineLearning::ITensorDouble,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorDouble_base<struct winrt::Microsoft::AI::MachineLearning::implementation::TensorDouble,struct ITensorNative,struct _winml::ILotusValueProviderPrivate> >::CreateFromD3D12Resource(struct ID3D12Resource *,__int64 *,int,struct IUnknown * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\tensorbase.h
         658         code  public: static long __cdecl _winml::TensorBase<float,float,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorFloat,struct winrt::Microsoft::AI::MachineLearning::ITensorFloat,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorFloat_base<struct winrt::Microsoft::AI::MachineLearning::implementation::TensorFloat,struct ITensorNative,struct _winml::ILotusValueProviderPrivate> >::CreateFromD3D12Resource(struct ID3D12Resource *,__int64 *,int,struct IUnknown * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\tensorbase.h
